"Units","scenario","region","ghg","year","value"
"Gg","T_01_BAU","Global","HFC227ea",2080,4.51344266
"Gg","T_01_BAU","Global","HFC227ea",2085,4.48527972
"Gg","T_01_BAU","Global","HFC227ea",2090,4.44609833
"Gg","T_01_BAU","Global","HFC227ea",2095,4.39629184
"Gg","T_01_BAU","Global","HFC227ea",2100,4.33559424
"Gg","T_01_BAU","Global","HFC23",1990,9.199509946
"Gg","T_01_BAU","Global","HFC23",2005,6.8150581876
"Gg","T_01_BAU","Global","HFC23",2010,9.044579249
"Gg","T_01_BAU","Global","HFC23",2015,10.35956590665
"Gg","T_01_BAU","Global","HFC23",2020,11.01714101748
"Gg","T_01_BAU","Global","HFC23",2025,12.06637742
"Gg","T_01_BAU","Global","HFC23",2030,12.70585610934
"Gg","T_01_BAU","Global","HFC23",2035,13.1095339016
"Gg","T_01_BAU","Global","HFC23",2040,13.35600467919
"Gg","T_01_BAU","Global","HFC23",2045,13.46578483893
"Gg","T_01_BAU","Global","HFC23",2050,13.44703731434
"Gg","T_01_BAU","Global","HFC23",2055,13.31254195854
"Gg","T_01_BAU","Global","HFC23",2060,13.11741548997
"Gg","T_01_BAU","Global","HFC23",2065,12.87215530931
"Gg","T_01_BAU","Global","HFC23",2070,12.5962297434
"Gg","T_01_BAU","Global","HFC23",2075,12.29152297
"Gg","T_01_BAU","Global","HFC23",2080,11.96745001
"Gg","T_01_BAU","Global","HFC23",2085,11.62444002
"Gg","T_01_BAU","Global","HFC23",2090,11.28607126155
"Gg","T_01_BAU","Global","HFC23",2095,10.95859093125
"Gg","T_01_BAU","Global","HFC23",2100,10.64518784554
"Gg","T_01_BAU","Global","HFC236fa",1990,4.926e-06
"Gg","T_01_BAU","Global","HFC236fa",2005,0.037063661
"Gg","T_01_BAU","Global","HFC236fa",2010,0.049063636
"Gg","T_01_BAU","Global","HFC236fa",2015,0.076169083
"Gg","T_01_BAU","Global","HFC236fa",2020,0.03339102
"Gg","T_01_BAU","Global","HFC236fa",2025,0.033135846
"Gg","T_01_BAU","Global","HFC236fa",2030,0.034757447
"Gg","T_01_BAU","Global","HFC236fa",2035,0.0338393931
"Gg","T_01_BAU","Global","HFC236fa",2040,0.033090416
"Gg","T_01_BAU","Global","HFC236fa",2045,0.032648256
"Gg","T_01_BAU","Global","HFC236fa",2050,0.032408146
"Gg","T_01_BAU","Global","HFC236fa",2055,0.032118544
"Gg","T_01_BAU","Global","HFC236fa",2060,0.031776266
"Gg","T_01_BAU","Global","HFC236fa",2065,0.0313508019
"Gg","T_01_BAU","Global","HFC236fa",2070,0.0308538676
"Gg","T_01_BAU","Global","HFC236fa",2075,0.0303095155
"Gg","T_01_BAU","Global","HFC236fa",2080,0.0297403677
"Gg","T_01_BAU","Global","HFC236fa",2085,0.0291647645
"Gg","T_01_BAU","Global","HFC236fa",2090,0.028592394
"Gg","T_01_BAU","Global","HFC236fa",2095,0.0280230034
"Gg","T_01_BAU","Global","HFC236fa",2100,0.02744157
"Gg","T_01_BAU","Global","HFC245fa",1990,0
"Gg","T_01_BAU","Global","HFC245fa",2005,0.189988949
"Gg","T_01_BAU","Global","HFC245fa",2010,0.45626442
"Gg","T_01_BAU","Global","HFC245fa",2015,0.88683502
"Gg","T_01_BAU","Global","HFC245fa",2020,8.31513903
"Gg","T_01_BAU","Global","HFC245fa",2025,9.24711042
"Gg","T_01_BAU","Global","HFC245fa",2030,15.17627775
"Gg","T_01_BAU","Global","HFC245fa",2035,15.85316421
"Gg","T_01_BAU","Global","HFC245fa",2040,16.50909233
"Gg","T_01_BAU","Global","HFC245fa",2045,17.19595628
"Gg","T_01_BAU","Global","HFC245fa",2050,17.87091695
"Gg","T_01_BAU","Global","HFC245fa",2055,18.55209666
"Gg","T_01_BAU","Global","HFC245fa",2060,19.27532109
"Gg","T_01_BAU","Global","HFC245fa",2065,19.97148249
"Gg","T_01_BAU","Global","HFC245fa",2070,20.60933543
"Gg","T_01_BAU","Global","HFC245fa",2075,21.17119472
"Gg","T_01_BAU","Global","HFC245fa",2080,21.61809942
"Gg","T_01_BAU","Global","HFC245fa",2085,21.94146657
"Gg","T_01_BAU","Global","HFC245fa",2090,22.3394935
"Gg","T_01_BAU","Global","HFC245fa",2095,22.70642266
"Gg","T_01_BAU","Global","HFC245fa",2100,22.99192866
"Gg","T_01_BAU","Global","HFC32",1990,0
"Gg","T_01_BAU","Global","HFC32",2005,1.206074994
"Gg","T_01_BAU","Global","HFC32",2010,2.028116382
"Gg","T_01_BAU","Global","HFC32",2015,3.19037948
"Gg","T_01_BAU","Global","HFC32",2020,5.28939611
"Gg","T_01_BAU","Global","HFC32",2025,7.32118926
"Gg","T_01_BAU","Global","HFC32",2030,9.63839131
"Gg","T_01_BAU","Global","HFC32",2035,10.65820656
"Gg","T_01_BAU","Global","HFC32",2040,11.65747917
"Gg","T_01_BAU","Global","HFC32",2045,12.5569399
"Gg","T_01_BAU","Global","HFC32",2050,13.54239238
"Gg","T_01_BAU","Global","HFC32",2055,14.48626751
"Gg","T_01_BAU","Global","HFC32",2060,15.39214518
"Gg","T_01_BAU","Global","HFC32",2065,16.20203918
"Gg","T_01_BAU","Global","HFC32",2070,16.8752562
"Gg","T_01_BAU","Global","HFC32",2075,17.34772781
"Gg","T_01_BAU","Global","HFC32",2080,17.53015586
"Gg","T_01_BAU","Global","HFC32",2085,17.38256991
"Gg","T_01_BAU","Global","HFC32",2090,16.81748435
"Gg","T_01_BAU","Global","HFC32",2095,15.74667827
"Gg","T_01_BAU","Global","HFC32",2100,14.19970081
"Gg","T_01_BAU","Global","HFC365mfc",1990,0
"Gg","T_01_BAU","Global","HFC365mfc",2005,0.080429973
